GEO,FID,HLTHCNTYPE,HLTHCNNUM,BHCMIS,BPHCNUM,NAME,ADDRESS,CITY,STATE,ZIP,PHONE,WEBSITE,OPHOURS,SETTINGID,SETTNGDESC,STATUSID,STATUSDESC,MEDICRENUM,NPINUM,LOCIDNUM,LOCTYPE,TYPEIDNUM,TYPEDESC,OPIDNUM,OPDESC,OPSCHEDNUM,OPSCHDDESC,OPCLNDRKEY,OPCLNDR,SITEADDED,ADMNAME,ADMSTREET,ADMCITY,ADMSTATE,ADMZIP,ORGTYPE,XCOORD,YCOORD,MX100K,MXBRDRCNTY,FIPS,COUNTYNAME,COUNTYEQIV,COUNTYDESC,HHSRGNCODE,HHSRGNNAME,STATEFIPS,STATENAME,FIPSCNGDST,CNGDISTNUM,CNGDSTNAME,CNGDSTCODE,USREPNAME,SENATOR1,SENATOR2,CREATEDATE,BHCMISID,GRANTNUM,PATIENTS,MALE,FEMALE,UNDER6,OVER64,INDIAN,CHINESE,FILIPINO,JAPANESE,KOREAN,VIETNAMESE,OTHERASIAN,ASIANHISP,ASIANNOHIS,TOTALASIAN,HAWAIIAN,PACISLAND,GUAMANIAN,SAMOAN,HAWPIHISP,HAWPINOHIS,TOTALHAWPI,BLACKHISP,BLACKNOHIS,TOTALBLACK,AIAKHISP,AIAKNOHISP,TOTALAIAK,WHITEHISP,WHITENOHIS,TOTALWHITE,MLTRCEHISP,MLTRCENOHI,TOTALMLTRC,NORCEHISP,NORCENOHIS,NORCENOETH,TOTALNORAC,TOTALHISP,TOTALNOHIS,TOTALNOETH,NONENGLISH,FPL100BLOW,FPL101_150,FPL151_200,FPLOVER200,FPLUNKNOWN,UNINSURED,MEDICAID,MEDICARE,PUBLICINS,PRIVATEINS,MIGSEASAG,HOMELESS,SCHOOLBASE,VETERAN,HIV,TUBERC,SEXTRANSMT,HEPB,HEPC,COVID,ASTHMA,CHRONLWRSP,ACUTERESP,ABNORMBRST,ABNORMCERV,DIABETES,HARTDISEAS,HYPERTENSN,DERMATITIS,DEHYDRATN,EXPOSURE,OBESITY,OTITIS,PERINATAL,NUTRDEFIC,ALCOHOL,SUBSTANCE,TOBACCO,DEPRESSN,ANXIETY,ATTNDEF,MENTLDSORD,FLUVAC,CONTRACPT,EYEEXAM,EMERGSRVCS,ORALEXAMS,ORALSURG,REHAB,FOODINSCUR,HOUSINSCUR,FINCLSTRAN,LACKTRANSP,MOUDOPIOID,LATITUDE,LONGITUDE
"{
  ""coordinates"": [
    -9.230853584999994e+01,
    3.127371214000004e+01
  ],
  ""type"": ""Point""
}",14202,Federally Qualified Health Center (FQHC),H80CS12857,06E00021,BPS-H80-037844,Ruby Wise Elementary School-Based Clinic,5279 Old Marksville Hwy,Pineville,LA,71360-9067,318-648-0375,www.winnchc.org,40,2,School,1,Active, ,0,2,Seasonal,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,11/28/2023,WINN COMMUNITY HEALTH CENTER INC,431 W Lafayette St,Winnfield,LA,71483-3463,"Corporate Entity, Federal Tax Exempt",-92.30853585,31.27371214,N,N,22079,Rapides Parish,Rapides,Parish,06,Region 6,22,Louisiana,2205,5,Louisiana District 05,LA-05,Julia Letlow,Bill Cassidy,John Kennedy,08/21/2024,06E00021,H80CS12857,34454,14380,20074,2247,2985,0,0,0,0,0,0,180,0,181,183,30,0,0,0,24,17,41,81,13030,13111,54,112,166,673,18504,19177,0,0,0,578,886,312,1776,1412,32730,312,257,15538,1487,773,843,15813,1734,20554,3847,0,8312,1125,1496,12881,84,24,16,255,0,64,1038,981,1280,26,277,25,2462,951,5217,796,105,22,14765,1179,42,236,192,682,1287,3332,4121,2158,2717,3060,799,0,1568,4971,2327,278,239,211,7320,477,187,31.27371214,-92.30853585
"{
  ""coordinates"": [
    -9.223924709999994e+01,
    3.479768623000006e+01
  ],
  ""type"": ""Point""
}",7269,Federally Qualified Health Center (FQHC),H80CS00207,060940,BPS-H80-038637,ARcare - 091,2411 McCain Blvd,North Little Rock,AR,72116-7571,870-347-2534, ,40,7,All Other Clinic Types,1,Active, ,0,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,04/30/2024,ARCARE,117 S 2nd St,Augusta,AR,72006-2309,"Corporate Entity, Federal Tax Exempt",-92.2392471,34.79768623,N,N,05119,Pulaski County,Pulaski,County,06,Region 6,05,Arkansas,0502,2,Arkansas District 02,AR-02,J. French Hill,John Boozman,Tom Cotton,08/21/2024,060940,H80CS00207,106184,45583,60601,7031,12205,0,0,0,0,0,0,785,43,742,785,0,872,0,0,558,314,872,129,19550,19679,73,214,287,4379,76561,80940,122,1041,1163,997,561,900,2458,6301,98983,900,1687,1983,575,298,228,103100,11146,46192,16430,0,32416,428,7617,4775,444,612,0,1245,25,925,3572,3329,4122,2434,931,77,10451,4041,24879,2261,292,60,12308,4608,247,800,884,2552,4218,13292,14730,2188,5820,6184,1262,0,0,0,0,0,0,0,0,0,1883,34.79768623,-92.2392471
"{
  ""coordinates"": [
    -9.075353471999993e+01,
    3.000558996000006e+01
  ],
  ""type"": ""Point""
}",13403,Federally Qualified Health Center (FQHC),H80CS00867,0613350,BPS-H80-032863,Magnolia Academic Center for Excellence,3125 Valcour Aime St,Vacherie,LA,70090-7104,504-575-3700,http://accesshealthla.org,35,2,School,1,Active, ,0,2,Seasonal,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,08/02/2021,ACCESS HEALTH LOUISIANA,2900 Indiana Ave,Kenner,LA,70065-4605,"Corporate Entity, Federal Tax Exempt",-90.75353472,30.00558996,N,N,22093,St. James Parish,St. James,Parish,06,Region 6,22,Louisiana,2202,2,Louisiana District 02,LA-02,Troy A. Carter,Bill Cassidy,John Kennedy,08/21/2024,0613350,H80CS00867,56382,23991,32391,2427,3790,0,0,0,0,0,0,643,18,631,649,0,108,0,0,53,56,109,445,16357,16802,87,248,335,5409,21181,26590,165,783,948,6640,1126,3183,10949,12817,40382,3183,10182,22871,6359,2554,2349,22249,11408,30297,4318,0,10354,319,850,15894,882,179,23,492,28,289,863,2673,1171,0,683,199,5111,1564,10189,860,109,19,26486,1286,131,909,700,1515,3148,9074,11864,7657,7814,4338,3543,0,619,960,317,120,683,573,1131,1003,152,30.00558996,-90.75353472
"{
  ""coordinates"": [
    -8.806602901999997e+01,
    3.069987498000007e+01
  ],
  ""type"": ""Point""
}",5935,Federally Qualified Health Center (FQHC),H80CS00099,044710,BPS-H80-009547,J.R. Thomas Wellness and Fitness Center,1361 Dr Martin L King Jr Ave,Mobile,AL,36603-5341,251-432-7189, ,40,7,All Other Clinic Types,1,Active,016621,1710117213,1,Permanent,3,Administrative/Service Delivery Site,1,Health Center/Applicant,1,Full-Time,1,Year-Round,06/16/2010,"FRANKLIN PRIMARY HEALTH CENTER, INC.",1303 Dr Martin L King Jr Ave,Mobile,AL,36603-5341,"Corporate Entity, Federal Tax Exempt",-88.06602902,30.69987498,N,N,01097,Mobile County,Mobile,County,04,Region 4,01,Alabama,0101,1,Alabama District 01,AL-01,Jerry L. Carl,Tommy Tuberville,Tommy Tuberville,08/21/2024,044710,H80CS00099,35393,15151,20242,2764,5470,26,0,0,0,0,0,62,0,97,100,0,0,0,0,0,0,0,69,21698,21767,0,87,94,1997,8131,10128,0,149,153,228,671,2243,3142,2312,30838,2243,2058,24054,1673,785,711,8170,15578,9011,4583,0,6218,285,1749,0,334,348,0,548,30,312,243,1369,1644,20,594,241,4997,1859,11110,626,54,29,19651,138,23,73,579,797,1698,2345,2783,352,1461,1979,952,2522,3952,156,1380,0,38,31,124,28,0,30.69987498,-88.06602902
"{
  ""coordinates"": [
    -9.006825898999995e+01,
    2.990318129000008e+01
  ],
  ""type"": ""Point""
}",16157,Federally Qualified Health Center (FQHC),H80CS24198,06E00523,BPS-H80-036533,DePaul Community Health Centers - Westbank Expressway,1629 Westbank Expy STE A,Harvey,LA,70058-4364,504-582-0710, ,45,7,All Other Clinic Types,1,Active, ,0,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,04/04/2023,MARILLAC COMMUNITY HEALTH CENTERS,3201 S Carrollton Ave,New Orleans,LA,70118-4307,"Corporate Entity, Federal Tax Exempt",-90.06825899,29.90318129,N,N,22051,Jefferson Parish,Jefferson,Parish,06,Region 6,22,Louisiana,2202,2,Louisiana District 02,LA-02,Troy A. Carter,Bill Cassidy,John Kennedy,08/21/2024,06E00523,H80CS24198,44602,18392,26210,4274,4577,32,0,0,0,0,24,198,18,251,269,21,210,0,0,156,76,232,964,27658,28622,470,45,515,8065,5006,13071,0,22,23,386,392,1092,1870,10060,33450,1092,9011,10643,494,140,579,32746,7176,28411,3896,0,5119,1558,360,1689,104,225,76,530,38,226,506,2832,1105,0,679,297,5270,1152,11726,1982,99,0,23748,929,153,400,420,1069,3731,5505,4012,1259,3665,5659,211,0,1470,3294,1293,1495,360,62,6,76,114,29.90318129,-90.06825899
"{
  ""coordinates"": [
    -9.238883128999997e+01,
    3.107402164000007e+01
  ],
  ""type"": ""Point""
}",14190,Federally Qualified Health Center (FQHC),H80CS12857,06E00021,BPS-H80-034871,Rapides High School Based Clinic,9463 Highway 71 S,Lecompte,LA,71346,318-648-0375, ,40,2,School,1,Active, ,0,2,Seasonal,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,05/19/2022,WINN COMMUNITY HEALTH CENTER INC,431 W Lafayette St,Winnfield,LA,71483-3463,"Corporate Entity, Federal Tax Exempt",-92.38883129,31.07402164,N,N,22079,Rapides Parish,Rapides,Parish,06,Region 6,22,Louisiana,2205,5,Louisiana District 05,LA-05,Julia Letlow,Bill Cassidy,John Kennedy,08/21/2024,06E00021,H80CS12857,34454,14380,20074,2247,2985,0,0,0,0,0,0,180,0,181,183,30,0,0,0,24,17,41,81,13030,13111,54,112,166,673,18504,19177,0,0,0,578,886,312,1776,1412,32730,312,257,15538,1487,773,843,15813,1734,20554,3847,0,8312,1125,1496,12881,84,24,16,255,0,64,1038,981,1280,26,277,25,2462,951,5217,796,105,22,14765,1179,42,236,192,682,1287,3332,4121,2158,2717,3060,799,0,1568,4971,2327,278,239,211,7320,477,187,31.07402164,-92.38883129
"{
  ""coordinates"": [
    -8.855557682999995e+01,
    3.092613095000007e+01
  ],
  ""type"": ""Point""
}",3911,Federally Qualified Health Center (FQHC),H80CS00188,042430,BPS-H80-027510,Lucedale Health Center,11231 Old 63 S,Lucedale,MS,39452-4941,601-947-8268, ,40,7,All Other Clinic Types,1,Active, ,0,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,03/06/2019,COASTAL FAMILY HEALTH CENTER,1046 Division St,Biloxi,MS,39530-2935,"Corporate Entity, Federal Tax Exempt",-88.55557683,30.92613095,N,N,28039,George County,George,County,04,Region 4,28,Mississippi,2804,4,Mississippi District 04,MS-04,Mike Ezell,Roger F. Wicker,Cindy Hyde-Smith,08/21/2024,042430,H80CS00188,36247,15100,21147,2421,4031,0,0,0,0,0,44,618,45,634,679,0,216,0,0,168,65,233,154,10034,10188,20,60,80,847,17649,18496,1624,782,2406,1202,330,2633,4165,4060,29554,2633,3561,9547,1600,549,382,24169,10438,10696,4748,0,10352,306,4005,5809,532,549,0,487,88,483,875,1099,1311,0,583,201,4542,1206,10833,604,54,0,17690,1245,56,163,442,887,2665,4203,3379,1484,2328,3246,1214,3387,844,2609,914,820,6553,2993,6484,297,0,30.92613095,-88.55557683
"{
  ""coordinates"": [
    -9.114960001999997e+01,
    3.044840368000006e+01
  ],
  ""type"": ""Point""
}",16263,Federally Qualified Health Center (FQHC),H80CS28962,06E01178,BPS-H80-036221,OHCC - Main Admin,3949 North Blvd,Baton Rouge,LA,70806-3827,225-655-6422, ,0,7,All Other Clinic Types,1,Active, ,0,1,Permanent,1,Administrative,1,Health Center/Applicant,0,Unknown,0,Unknown,01/25/2023,"HIV/AIDS ALLIANCE FOR REGION TWO (HAART), INC.",3949 North Blvd,Baton Rouge,LA,70806-3827,"Corporate Entity, Federal Tax Exempt",-91.14960002,30.44840368,N,N,22033,East Baton Rouge Parish,East Baton Rouge,Parish,06,Region 6,22,Louisiana,2206,6,Louisiana District 06,LA-06,Garret Graves,Bill Cassidy,John Kennedy,08/21/2024,06E01178,H80CS28962,15248,6792,8456,1016,605,0,0,0,0,0,0,109,0,108,111,0,0,0,0,0,0,0,73,8370,8443,0,16,24,848,2276,3124,0,0,17,3162,285,70,3517,4103,11075,70,3787,8601,2147,904,1628,1968,4399,7558,890,0,2393,0,45,0,24,1040,0,825,50,256,107,371,209,0,289,132,1012,270,2664,161,35,0,7125,229,23,79,215,418,752,1375,2219,471,1229,2108,3173,0,252,1092,331,575,316,194,0,634,0,30.44840368,-91.14960002
"{
  ""coordinates"": [
    -9.241862727999995e+01,
    3.509886390000003e+01
  ],
  ""type"": ""Point""
}",7306,Federally Qualified Health Center (FQHC),H80CS00207,060940,BPS-H80-011019,ARcare 24,1500 Museum Rd,Conway,AR,72032-4785,870-347-2534,www.arcare.net,48,7,All Other Clinic Types,1,Active,041879,1831487404,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,1,Full-Time,1,Year-Round,11/16/2011,ARCARE,117 S 2nd St,Augusta,AR,72006-2309,"Corporate Entity, Federal Tax Exempt",-92.41862728,35.0988639,N,N,05045,Faulkner County,Faulkner,County,06,Region 6,05,Arkansas,0502,2,Arkansas District 02,AR-02,J. French Hill,John Boozman,Tom Cotton,08/21/2024,060940,H80CS00207,106184,45583,60601,7031,12205,0,0,0,0,0,0,785,43,742,785,0,872,0,0,558,314,872,129,19550,19679,73,214,287,4379,76561,80940,122,1041,1163,997,561,900,2458,6301,98983,900,1687,1983,575,298,228,103100,11146,46192,16430,0,32416,428,7617,4775,444,612,0,1245,25,925,3572,3329,4122,2434,931,77,10451,4041,24879,2261,292,60,12308,4608,247,800,884,2552,4218,13292,14730,2188,5820,6184,1262,0,0,0,0,0,0,0,0,0,1883,35.0988639,-92.41862728
"{
  ""coordinates"": [
    -9.370638877000000e+01,
    3.242200966000008e+01
  ],
  ""type"": ""Point""
}",6467,Federally Qualified Health Center (FQHC),H80CS00504,067570,BPS-H80-033993,CareSouth-Shreveport,8730 Youree Dr STE A-B,Shreveport,LA,71115-2500,225-650-2000, ,40,7,All Other Clinic Types,1,Active, ,0,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,12/13/2021,CAPITOL CITY FAMILY HEALTH CENTER INCORPORATED,3140 Florida St,Baton Rouge,LA,70806-3757,"Corporate Entity, Federal Tax Exempt",-93.70638877,32.42200966,N,N,22017,Caddo Parish,Caddo,Parish,06,Region 6,22,Louisiana,2204,4,Louisiana District 04,LA-04,Mike Johnson,Bill Cassidy,John Kennedy,08/21/2024,067570,H80CS00504,17988,7326,10662,617,2046,0,0,0,0,0,0,92,0,97,104,0,38,0,0,33,18,51,118,12422,12540,0,25,37,156,3463,3619,0,0,0,390,166,1070,1626,719,16199,1070,399,5367,1750,755,1592,8524,3324,10338,2190,0,2136,0,38,1066,33,605,0,302,55,232,126,356,203,0,211,85,1162,365,3212,182,16,0,6931,57,36,69,318,624,2076,2710,3077,1361,2431,739,605,0,1322,2743,1332,723,9,101,4,8,0,32.42200966,-93.70638877
"{
  ""coordinates"": [
    -9.026589195999998e+01,
    3.230011897000003e+01
  ],
  ""type"": ""Point""
}",3373,Federally Qualified Health Center (FQHC),H80CS00084,040750,BPS-H80-005948,JACKSON-HINDS VAN WINKLE ELEM SCHOOLBASE CLINIC,1655 Whiting Rd,Jackson,MS,39209-5826,601-922-6642,www.jackson-hinds.com,8,2,School,1,Active,251911,1255360483,2,Seasonal,2,Service Delivery Site,1,Health Center/Applicant,2,Part-Time,2,Seasonal,01/02/2003,CENTRAL MISSISSIPPI CIVIC IMPROVEMENT ASSOCIATION INC,3502 W Northside Dr,Jackson,MS,39213-4454,"Corporate Entity, Federal Tax Exempt",-90.26589196,32.30011897,N,N,28049,Hinds County,Hinds,County,04,Region 4,28,Mississippi,2802,2,Mississippi District 02,MS-02,Bennie G. Thompson,Roger F. Wicker,Cindy Hyde-Smith,08/21/2024,040750,H80CS00084,50003,17448,32555,3399,6228,0,0,0,0,0,0,201,31,189,220,0,18,0,0,0,17,27,218,42542,42760,705,87,792,78,2741,2819,53,172,225,1863,650,647,3160,2958,46398,647,2740,31439,4766,1820,2480,9498,13837,18168,9839,0,8159,136,4955,5088,310,138,0,1616,20,67,525,1642,785,0,560,613,5671,1267,12760,1116,53,0,23581,650,55,251,391,505,3014,1704,1956,181,1529,3702,3478,915,2897,2882,1207,362,3215,8739,951,3246,0,32.30011897,-90.26589196
"{
  ""coordinates"": [
    -9.015412593999996e+01,
    3.106781551000006e+01
  ],
  ""type"": ""Point""
}",3920,Federally Qualified Health Center (FQHC),H80CS00487,042440,BPS-H80-008605,"Family Health Care Clinic, Tylertown--Head Start",130 E Lexie Rd,Tylertown,MS,39667-5604,601-876-3858,www.familyhealthcareclinic.com,4,7,All Other Clinic Types,1,Active,251805,0,2,Seasonal,2,Service Delivery Site,1,Health Center/Applicant,2,Part-Time,2,Seasonal,09/01/2009,"Family Health Care Clinic, Inc.",4635 Highway 80 E,Pearl,MS,39208-4226,"Corporate Entity, Federal Tax Exempt",-90.15412594,31.06781551,N,N,28147,Walthall County,Walthall,County,04,Region 4,28,Mississippi,2803,3,Mississippi District 03,MS-03,Michael Guest,Roger F. Wicker,Cindy Hyde-Smith,08/21/2024,042440,H80CS00487,40994,15625,25369,3147,3840,0,0,0,0,0,0,469,260,216,476,19,0,0,0,0,24,30,263,19910,20173,151,36,187,665,14417,15082,61,341,402,3681,709,254,4644,5087,35653,254,3499,24542,5829,2559,3043,5021,14582,11884,4639,0,9879,0,110,490,0,65,0,671,33,227,816,994,897,0,348,222,4239,970,12747,572,103,16,27601,298,67,81,292,349,3731,2219,2189,278,1444,2289,1207,0,1844,1025,657,228,1332,1832,18110,2517,0,31.06781551,-90.15412594
"{
  ""coordinates"": [
    -9.057281507999993e+01,
    3.048241760000008e+01
  ],
  ""type"": ""Point""
}",7793,Federally Qualified Health Center (FQHC),H80CS00370,063710,BPS-H80-016996,Southeast Community Health Systems - Albany Location,30575 Old Baton Rouge Hwy,Hammond,LA,70403-8350,225-306-2050, ,40,7,All Other Clinic Types,1,Active,191895,0,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,09/03/2015,SOUTHEAST COMMUNITY HEALTH SYSTEMS,6351 Main St,Zachary,LA,70791-4038,"Corporate Entity, Federal Tax Exempt",-90.57281508,30.4824176,N,N,22063,Livingston Parish,Livingston,Parish,06,Region 6,22,Louisiana,2206,6,Louisiana District 06,LA-06,Garret Graves,Bill Cassidy,John Kennedy,08/21/2024,063710,H80CS00370,9749,3543,6206,245,1141,0,0,0,0,0,0,23,0,27,33,33,0,0,0,31,0,36,34,6505,6539,29,23,52,68,2291,2359,0,52,60,391,208,71,670,567,9111,71,408,707,118,49,42,8833,977,6004,1316,0,1451,133,0,802,93,0,0,136,0,28,214,200,171,0,128,76,1197,214,1936,190,0,0,1424,94,0,27,69,112,285,945,1151,385,720,443,585,0,447,1195,378,155,95,316,201,193,0,30.4824176,-90.57281508
"{
  ""coordinates"": [
    -9.073259320999993e+01,
    2.959137034000003e+01
  ],
  ""type"": ""Point""
}",7750,Federally Qualified Health Center (FQHC),H80CS00767,060180,BPS-H80-010632,Teche Action Clinic @ Houma,1014 W Tunnel Blvd,Houma,LA,70360-4050,985-851-1717, ,40,7,All Other Clinic Types,1,Active,191848,1215974019,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,1,Full-Time,1,Year-Round,07/01/2011,TECHE ACTION BOARD,1115 Weber St,Franklin,LA,70538-4124,"Corporate Entity, Federal Tax Exempt",-90.73259321,29.59137034,N,N,22109,Terrebonne Parish,Terrebonne,Parish,06,Region 6,22,Louisiana,2201,1,Louisiana District 01,LA-01,Steve Scalise,Bill Cassidy,John Kennedy,08/21/2024,060180,H80CS00767,18840,7573,11267,973,2863,0,0,0,0,0,0,139,0,127,141,0,0,0,0,0,0,0,67,8768,8835,1194,453,1647,122,7095,7217,20,177,197,336,359,108,803,1753,16979,108,1298,13268,2717,597,682,1576,1992,10850,3343,0,2653,35,21,1539,188,0,0,112,0,73,356,885,737,24,191,38,2915,687,5345,362,26,0,3204,293,50,103,184,349,1394,2741,2831,851,1058,1744,324,0,806,2614,732,411,36,31,19,8,0,29.59137034,-90.73259321
"{
  ""coordinates"": [
    -9.165586029999996e+01,
    3.198631494000006e+01
  ],
  ""type"": ""Point""
}",6957,Federally Qualified Health Center (FQHC),H80CS00206,062480,BPS-H80-005575,WISNER MEDICAL CLINIC,126 Watson St,Wisner,LA,71378-4660,318-724-7008, ,45,7,All Other Clinic Types,1,Active,191824,0,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,1,Full-Time,1,Year-Round,07/31/1995,Catahoula Parish Hospital District #2,307 Chisum St,Sicily Island,LA,71368-4807,U.S. Government Entity,-91.6558603,31.98631494,N,N,22041,Franklin Parish,Franklin,Parish,06,Region 6,22,Louisiana,2205,5,Louisiana District 05,LA-05,Julia Letlow,Bill Cassidy,John Kennedy,08/21/2024,062480,H80CS00206,7803,3069,4734,33,2082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3203,3226,0,0,0,55,4420,4475,0,68,70,0,0,0,23,82,7713,0,19,3497,937,429,797,2143,924,3128,2080,0,1671,22,178,0,56,0,0,45,0,32,243,154,384,0,99,0,1229,766,3238,170,21,0,5327,100,0,0,81,216,188,1090,1365,208,480,602,131,0,98,775,203,93,0,0,0,0,0,31.98631494,-91.6558603
"{
  ""coordinates"": [
    -9.308957496999993e+01,
    3.412092916000005e+01
  ],
  ""type"": ""Point""
}",13111,Federally Qualified Health Center (FQHC),H80CS00279,0612200,BPS-H80-028023,HCI-Arkadelphia Clinic,301 Professional Park Dr STE B,Arkadelphia,AR,71923-5317,870-403-0299, ,40,7,All Other Clinic Types,1,Active, ,0,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,07/11/2019,"HEALTHY CONNECTIONS, INC.",136 Health Park Dr,Mena,AR,71953-9072,"Corporate Entity, Federal Tax Exempt",-93.08957497,34.12092916,N,N,05019,Clark County,Clark,County,06,Region 6,05,Arkansas,0504,4,Arkansas District 04,AR-04,Bruce Westerman,John Boozman,Tom Cotton,08/21/2024,0612200,H80CS00279,19662,8511,11151,794,3190,90,0,0,0,0,0,0,0,86,90,74,0,0,0,0,63,74,33,1973,2006,0,81,94,2055,14292,16347,0,0,0,175,532,341,1048,2292,17029,341,1440,7699,2209,1156,2450,6148,3790,7171,4055,0,4646,0,0,0,221,188,0,146,0,222,439,579,866,246,179,39,2198,922,4672,205,51,0,3404,769,39,1376,85,670,1026,3515,3769,997,1789,534,408,0,742,850,497,314,0,0,0,0,539,34.12092916,-93.08957497
"{
  ""coordinates"": [
    -8.814375900000000e+01,
    3.257110699000003e+01
  ],
  ""type"": ""Point""
}",3963,Federally Qualified Health Center (FQHC),H80CS00094,042450,BPS-H80-038818,Sumter County Health Center,107 Hospital Drive,Livingston,AL,35470,205-392-9656, ,40,7,All Other Clinic Types,1,Active,011940,0,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,06/26/2024,WHATLEY HEALTH SERVICES INC,2731 Ml King Jr Blvd,Tuscaloosa,AL,35401-5235,"Corporate Entity, Federal Tax Exempt",-88.143759,32.57110699,N,N,01119,Sumter County,Sumter,County,04,Region 4,01,Alabama,0107,7,Alabama District 07,AL-07,Terri A. Sewell,Tommy Tuberville,Tommy Tuberville,08/21/2024,042450,H80CS00094,18497,7653,10844,1574,2274,23,0,0,0,0,0,48,0,69,78,0,16,0,0,0,0,24,42,10986,11028,0,0,21,1023,2806,3829,20,45,65,1899,444,1109,3452,3014,14374,1109,2955,14158,1849,502,591,1397,6668,5612,2134,0,4083,335,894,165,363,427,0,353,0,66,288,736,565,0,256,111,2573,804,5834,453,23,0,9159,212,54,354,162,342,1317,843,1329,235,748,1971,792,0,1333,2062,929,406,523,578,773,415,0,32.57110699,-88.143759
"{
  ""coordinates"": [
    -9.042658098999998e+01,
    2.987705800000000e+01
  ],
  ""type"": ""Point""
}",13349,Federally Qualified Health Center (FQHC),H80CS00867,0613350,BPS-H80-014006,AHL SBHC Paradis La.,434 South St,Paradis,LA,70080-2244,504-433-2400, ,40,2,School,1,Active, ,1104239482,2,Seasonal,2,Service Delivery Site,1,Health Center/Applicant,1,Full-Time,1,Year-Round,07/10/2014,ACCESS HEALTH LOUISIANA,2900 Indiana Ave,Kenner,LA,70065-4605,"Corporate Entity, Federal Tax Exempt",-90.42658099,29.877058,N,N,22089,St. Charles Parish,St. Charles,Parish,06,Region 6,22,Louisiana,2202,2,Louisiana District 02,LA-02,Troy A. Carter,Bill Cassidy,John Kennedy,08/21/2024,0613350,H80CS00867,56382,23991,32391,2427,3790,0,0,0,0,0,0,643,18,631,649,0,108,0,0,53,56,109,445,16357,16802,87,248,335,5409,21181,26590,165,783,948,6640,1126,3183,10949,12817,40382,3183,10182,22871,6359,2554,2349,22249,11408,30297,4318,0,10354,319,850,15894,882,179,23,492,28,289,863,2673,1171,0,683,199,5111,1564,10189,860,109,19,26486,1286,131,909,700,1515,3148,9074,11864,7657,7814,4338,3543,0,619,960,317,120,683,573,1131,1003,152,29.877058,-90.42658099
"{
  ""coordinates"": [
    -9.109940632999997e+01,
    3.044293080000005e+01
  ],
  ""type"": ""Point""
}",16260,Federally Qualified Health Center (FQHC),H80CS28962,06E01178,BPS-H80-034524,OHCC - Colonial,781 Colonial Dr,Baton Rouge,LA,70806-6512,225-655-6422, ,40,7,All Other Clinic Types,1,Active, ,0,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,04/26/2022,"HIV/AIDS ALLIANCE FOR REGION TWO (HAART), INC.",3949 North Blvd,Baton Rouge,LA,70806-3827,"Corporate Entity, Federal Tax Exempt",-91.09940633,30.4429308,N,N,22033,East Baton Rouge Parish,East Baton Rouge,Parish,06,Region 6,22,Louisiana,2206,6,Louisiana District 06,LA-06,Garret Graves,Bill Cassidy,John Kennedy,08/21/2024,06E01178,H80CS28962,15248,6792,8456,1016,605,0,0,0,0,0,0,109,0,108,111,0,0,0,0,0,0,0,73,8370,8443,0,16,24,848,2276,3124,0,0,17,3162,285,70,3517,4103,11075,70,3787,8601,2147,904,1628,1968,4399,7558,890,0,2393,0,45,0,24,1040,0,825,50,256,107,371,209,0,289,132,1012,270,2664,161,35,0,7125,229,23,79,215,418,752,1375,2219,471,1229,2108,3173,0,252,1092,331,575,316,194,0,634,0,30.4429308,-91.09940633
