GEO,OBJECTID,ID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,STATE_ID,ALT_NAME,ST_FIPS,OWNER,TTL_STAFF,BEDS,TRAUMA,HELIPAD
"{
  ""coordinates"": [
    -8.765082720976278e+01,
    3.480509815997817e+01
  ],
  ""type"": ""Point""
}",79,0196784188,NORTH ALABAMA MEDICAL CENTER,1701 VETERANS DRIVE,FLORENCE,AL,35630,4928,(256) 629-1000,GENERAL ACUTE CARE,OPEN,263,LAUDERDALE,01077,USA,34.80509816,-87.65082721,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://dph1.adph.state.al.us/facilitiesdirectory/,2024-04-11 00:00:00.000,IMAGERY/OTHER,2022-04-01 00:00:00.000,NOT AVAILABLE,H3902,NOT AVAILABLE,01,PROPRIETARY,-999,263,LEVEL III,Y
"{
  ""coordinates"": [
    -8.697887259995495e+01,
    3.480424557977209e+01
  ],
  ""type"": ""Point""
}",80,0013735611,NORTH ALABAMA SPECIALTY HOSPITAL,"700 WEST MARKET ST, 2ND FLOOR",ATHENS,AL,35611,NOT AVAILABLE,(256) 262-6767,LONG TERM CARE,OPEN,31,LIMESTONE,01083,USA,34.80424558,-86.9788726,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS,https://dph1.adph.state.al.us/facilitiesdirectory/,2024-04-11 00:00:00.000,IMAGERY/OTHER,2016-03-08 00:00:00.000,NOT AVAILABLE,H4203,NOT AVAILABLE,01,PROPRIETARY,-999,31,NOT AVAILABLE,Y
"{
  ""coordinates"": [
    -8.778502250021504e+01,
    3.090393436013349e+01
  ],
  ""type"": ""Point""
}",81,0009436507,NORTH BALDWIN INFIRMARY,"1815 HAND AVENUE, PO BOX 1409",BAY MINETTE,AL,36507,NOT AVAILABLE,(251) 937-5521,GENERAL ACUTE CARE,OPEN,78,BALDWIN,01003,USA,30.90393436,-87.7850225,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://dph1.adph.state.al.us/facilitiesdirectory/,2024-04-11 00:00:00.000,IMAGERY/OTHER,2014-02-10 00:00:00.000,http://www.mobileinfirmary.org,H0201,NOT AVAILABLE,01,NON-PROFIT,-999,78,LEVEL III,Y
"{
  ""coordinates"": [
    -8.799076878001550e+01,
    3.412597718007962e+01
  ],
  ""type"": ""Point""
}",82,0004735570,NORTH MISSISSIPPI MEDICAL CENTER - HAMILTON,1256 MILITARY STREET SOUTH,HAMILTON,AL,35570,NOT AVAILABLE,(205) 921-6202,GENERAL ACUTE CARE,OPEN,49,MARION,01093,USA,34.12597718,-87.99076878,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://dph1.adph.state.al.us/facilitiesdirectory/,2024-04-11 00:00:00.000,IMAGERY/OTHER,2014-02-10 00:00:00.000,http://www.nmhs.net/hamilton/,H4703,NOT AVAILABLE,01,NON-PROFIT,-999,49,NOT AVAILABLE,Y
"{
  ""coordinates"": [
    -8.582324214042562e+01,
    3.365557525991547e+01
  ],
  ""type"": ""Point""
}",83,0091636202,NORTHEAST ALABAMA REGIONAL MEDICAL CENTER,"400 EAST 10TH STREET, PO BOX 2208",ANNISTON,AL,36202,2208,(256) 235-5121,GENERAL ACUTE CARE,OPEN,338,CALHOUN,01015,USA,33.65557526,-85.82324214,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://dph1.adph.state.al.us/facilitiesdirectory/,2024-04-11 00:00:00.000,IMAGERY/OTHER,2015-02-03 00:00:00.000,NOT AVAILABLE,H0801,NOT AVAILABLE,01,PROPRIETARY,-999,338,LEVEL III,Y
"{
  ""coordinates"": [
    -8.757091090007967e+01,
    3.323398144992166e+01
  ],
  ""type"": ""Point""
}",84,0007435476,NORTHPORT MEDICAL CENTER,2700 HOSPITAL DRIVE,NORTHPORT,AL,35476,NOT AVAILABLE,(205) 759-7147,GENERAL ACUTE CARE,OPEN,204,TUSCALOOSA,01125,USA,33.23398145,-87.5709109,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://dph1.adph.state.al.us/facilitiesdirectory/,2024-04-11 00:00:00.000,IMAGERY/OTHER,2014-02-10 00:00:00.000,http://www.dchsystem.com,H6303,NOT AVAILABLE,01,GOVERNMENT - DISTRICT/AUTHORITY,-999,204,NOT AVAILABLE,N
"{
  ""coordinates"": [
    -8.782452473983777e+01,
    3.393053766976805e+01
  ],
  ""type"": ""Point""
}",85,0010035594,NORTHWEST MEDICAL CENTER,1530 U S HWY 43,WINFIELD,AL,35594,NOT AVAILABLE,(205) 487-7787,GENERAL ACUTE CARE,OPEN,49,MARION,01093,USA,33.93053767,-87.82452474,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://dph1.adph.state.al.us/facilitiesdirectory/,2024-04-11 00:00:00.000,IMAGERY/OTHER,2013-09-06 00:00:00.000,http://www.northwestmedcenter.com,H4701,NOT AVAILABLE,01,GOVERNMENT - LOCAL,-999,49,LEVEL III,Y
"{
  ""coordinates"": [
    -8.645225293000995e+01,
    3.246389171967103e+01
  ],
  ""type"": ""Point""
}",86,0007636067,PRATTVILLE BAPTIST HOSPITAL,124 SOUTH MEMORIAL DRIVE,PRATTVILLE,AL,36067,NOT AVAILABLE,(334) 361-4267,GENERAL ACUTE CARE,OPEN,107,AUTAUGA,01001,USA,32.46389172,-86.45225293,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://dph1.adph.state.al.us/facilitiesdirectory/,2024-04-11 00:00:00.000,IMAGERY/OTHER,2014-02-10 00:00:00.000,http://www.baptistfirst.org/facilities/prattville-baptisthospital/ default.aspx,H0101,NOT AVAILABLE,01,GOVERNMENT - DISTRICT/AUTHORITY,-999,107,NOT AVAILABLE,N
"{
  ""coordinates"": [
    -8.684718778002325e+01,
    3.349800653026879e+01
  ],
  ""type"": ""Point""
}",87,0000335211,PRINCETON BAPTIST MEDICAL CENTER,701 PRINCETON AVENUE SW,BIRMINGHAM,AL,35211,NOT AVAILABLE,(205) 820-5930,GENERAL ACUTE CARE,OPEN,505,JEFFERSON,01073,USA,33.49800653,-86.84718778,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://dph1.adph.state.al.us/facilitiesdirectory/,2024-04-11 00:00:00.000,IMAGERY/OTHER,2014-03-12 00:00:00.000,http://www.bhsala.com/princeton/home.aspx,H3702,NOT AVAILABLE,01,PROPRIETARY,-999,505,LEVEL III,Y
"{
  ""coordinates"": [
    -8.819907936996479e+01,
    3.067932766032995e+01
  ],
  ""type"": ""Point""
}",88,0010136685,PROVIDENCE HOSPITAL,"6801 AIRPORT BOULEVARD, PO BOX 850429",MOBILE,AL,36685,NOT AVAILABLE,(251) 266-1600,GENERAL ACUTE CARE,OPEN,349,MOBILE,01097,USA,30.67932766,-88.19907937,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://dph1.adph.state.al.us/facilitiesdirectory/,2024-04-11 00:00:00.000,IMAGERY/OTHER,2014-02-10 00:00:00.000,http://www.providencehospital.org,H4905,NOT AVAILABLE,01,NON-PROFIT,-999,349,LEVEL III,Y
"{
  ""coordinates"": [
    -8.814732506028420e+01,
    3.445810576027654e+01
  ],
  ""type"": ""Point""
}",89,0010235582,RED BAY HOSPITAL,"211 HOSPITAL ROAD, PO BOX 490",RED BAY,AL,35582,NOT AVAILABLE,(256) 356-9532,CRITICAL ACCESS,OPEN,25,FRANKLIN,01059,USA,34.45810576,-88.14732506,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://dph1.adph.state.al.us/facilitiesdirectory/,2024-04-11 00:00:00.000,IMAGERY/OTHER,2013-09-06 00:00:00.000,http://redbayhospital.net/,H3002,NOT AVAILABLE,01,GOVERNMENT - DISTRICT/AUTHORITY,-999,25,NOT AVAILABLE,Y
"{
  ""coordinates"": [
    -8.664636419970778e+01,
    3.182903439984871e+01
  ],
  ""type"": ""Point""
}",90,0004036037,REGIONAL MEDICAL CENTER OF CENTRAL ALABAMA,29 LV STABLER DRIVE,GREENVILLE,AL,36037,NOT AVAILABLE,(334) 383-2200,GENERAL ACUTE CARE,OPEN,72,BUTLER,01013,USA,31.8290344,-86.6463642,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://dph1.adph.state.al.us/facilitiesdirectory/,2024-04-11 00:00:00.000,IMAGERY/OTHER,2014-02-10 00:00:00.000,NOT AVAILABLE,H0702,NOT AVAILABLE,01,PROPRIETARY,-999,72,LEVEL III,Y
"{
  ""coordinates"": [
    -8.504640733024318e+01,
    3.249884816989726e+01
  ],
  ""type"": ""Point""
}",91,0008336867,REGIONAL REHABILITATION HOSPITAL,3715 US HIGHWAY 431 NORTH,PHENIX CITY,AL,36867,2363,(334) 732-2200,REHABILITATION,OPEN,58,RUSSELL,01113,USA,32.49884817,-85.04640733,622310,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)",https://dph1.adph.state.al.us/facilitiesdirectory/,2024-04-11 00:00:00.000,IMAGERY,2013-09-03 00:00:00.000,http://www.regionalrehabhospital.com,H5702,NOT AVAILABLE,01,PROPRIETARY,-999,58,NOT AVAILABLE,N
"{
  ""coordinates"": [
    -8.600342706003912e+01,
    3.400432554027434e+01
  ],
  ""type"": ""Point""
}",92,0010335999,RIVERVIEW REGIONAL MEDICAL CENTER,600 SOUTH THIRD STREET,GADSDEN,AL,35901,0268,(256) 543-5277,GENERAL ACUTE CARE,OPEN,281,ETOWAH,01055,USA,34.00432554,-86.00342706,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://dph1.adph.state.al.us/facilitiesdirectory/,2024-04-11 00:00:00.000,IMAGERY/OTHER,2014-02-10 00:00:00.000,http://www.riverviewregional.com,H2803,NOT AVAILABLE,01,PROPRIETARY,-999,281,LEVEL III,Y
"{
  ""coordinates"": [
    -8.596956614967078e+01,
    3.293021326978560e+01
  ],
  ""type"": ""Point""
}",93,0010435010,RUSSELL MEDICAL CENTER,"3316 HIGHWAY 280, PO BOX 939",ALEXANDER CITY,AL,35010,NOT AVAILABLE,(256) 329-7146,GENERAL ACUTE CARE,OPEN,81,TALLAPOOSA,01123,USA,32.93021327,-85.96956615,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://dph1.adph.state.al.us/facilitiesdirectory/,2024-04-11 00:00:00.000,IMAGERY/OTHER,2014-02-10 00:00:00.000,http://www.russellmedcenter.com/index.aspx,H6203,NOT AVAILABLE,01,NON-PROFIT,-999,81,LEVEL III,Y
"{
  ""coordinates"": [
    -8.771838606981869e+01,
    3.451081811990279e+01
  ],
  ""type"": ""Point""
}",94,0010535653,RUSSELLVILLE HOSPITAL,"15155 HIGHWAY 43, PO BOX 1089",RUSSELLVILLE,AL,35653,NOT AVAILABLE,(256) 332-8676,GENERAL ACUTE CARE,OPEN,100,FRANKLIN,01059,USA,34.51081812,-87.71838607,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://dph1.adph.state.al.us/facilitiesdirectory/,2024-04-11 00:00:00.000,IMAGERY/OTHER,2013-09-06 00:00:00.000,http://www.russellvillehospital.com,H3001,NOT AVAILABLE,01,NON-PROFIT,-999,100,LEVEL III,Y
"{
  ""coordinates"": [
    -8.677625338979446e+01,
    3.346373094002178e+01
  ],
  ""type"": ""Point""
}",95,0000535259,SELECT SPECIALTY HOSPITAL - BIRMINGHAM,"2010 BROOKWOOD MEDICAL CENTER DRIVE, 3RD FLOOR",BIRMINGHAM,AL,35209,NOT AVAILABLE,(205) 599-4595,LONG TERM CARE,OPEN,38,JEFFERSON,01073,USA,33.46373094,-86.77625339,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://dph1.adph.state.al.us/facilitiesdirectory/,2024-04-11 00:00:00.000,IMAGERY/OTHER,2014-03-13 00:00:00.000,http://www.bwmc.com,H3722,NOT AVAILABLE,01,PROPRIETARY,-999,38,LEVEL III,Y
"{
  ""coordinates"": [
    -8.681304301010996e+01,
    3.325236486995894e+01
  ],
  ""type"": ""Point""
}",96,0010735007,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NORTH,ALABASTER,AL,35007,NOT AVAILABLE,(205) 820-5930,GENERAL ACUTE CARE,OPEN,252,SHELBY,01117,USA,33.25236487,-86.81304301,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://dph1.adph.state.al.us/facilitiesdirectory/,2024-04-11 00:00:00.000,IMAGERY/OTHER,2014-03-12 00:00:00.000,http://www.bhsala.com/shelby/home.aspx,H5901,NOT AVAILABLE,01,PROPRIETARY,-999,252,LEVEL III,Y
"{
  ""coordinates"": [
    -8.767621342002894e+01,
    3.474719296021878e+01
  ],
  ""type"": ""Point""
}",97,0010935661,SHOALS HOSPITAL,"201 W AVALON AVENUE, PO BOX 3359",MUSCLE SHOALS,AL,35661,NOT AVAILABLE,(256) 386-1701,GENERAL ACUTE CARE,OPEN,198,COLBERT,01033,USA,34.74719296,-87.67621342,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://dph1.adph.state.al.us/facilitiesdirectory/,2024-04-11 00:00:00.000,IMAGERY/OTHER,2014-02-10 00:00:00.000,http://www.shoalshospital.com,H1702,NOT AVAILABLE,01,PROPRIETARY,-999,198,NOT AVAILABLE,Y
"{
  ""coordinates"": [
    -8.768468564976408e+01,
    3.042583568002659e+01
  ],
  ""type"": ""Point""
}",98,0008636535,SOUTH BALDWIN REGIONAL MEDICAL CENTER,1613 NORTH MCKENZIE STREET,FOLEY,AL,36535,NOT AVAILABLE,(251) 949-3400,GENERAL ACUTE CARE,OPEN,112,BALDWIN,01003,USA,30.42583568,-87.68468565,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://dph1.adph.state.al.us/facilitiesdirectory/,2024-04-11 00:00:00.000,IMAGERY/OTHER,2014-02-10 00:00:00.000,http://www.southbaldwinrmc.com,H0202,NOT AVAILABLE,01,PROPRIETARY,-999,112,LEVEL III,Y
"{
  ""coordinates"": [
    -8.536363111961155e+01,
    3.121630364963360e+01
  ],
  ""type"": ""Point""
}",99,0011036301,SOUTHEAST HEALTH MEDICAL CENTER,"1108 ROSS CLARK CIRCLE, PO BOX 6987",DOTHAN,AL,36301,NOT AVAILABLE,(334) 793-8701,GENERAL ACUTE CARE,OPEN,420,HOUSTON,01069,USA,31.21630365,-85.36363112,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://dph1.adph.state.al.us/facilitiesdirectory/,2024-04-11 00:00:00.000,IMAGERY/OTHER,2014-02-10 00:00:00.000,http://www.samc.org,H3502,NOT AVAILABLE,01,GOVERNMENT - DISTRICT/AUTHORITY,-999,420,LEVEL II,Y
"{
  ""coordinates"": [
    -8.813133628969860e+01,
    3.068451748970400e+01
  ],
  ""type"": ""Point""
}",100,0011136608,SPRINGHILL MEMORIAL HOSPITAL,3719 DAUPHIN STREET,MOBILE,AL,36608,NOT AVAILABLE,(251) 460-5220,GENERAL ACUTE CARE,OPEN,263,MOBILE,01097,USA,30.68451749,-88.13133629,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://dph1.adph.state.al.us/facilitiesdirectory/,2024-04-11 00:00:00.000,IMAGERY/OTHER,2014-02-10 00:00:00.000,http://www.springhillmemorial.com,H4906,NOT AVAILABLE,01,PROPRIETARY,-999,263,LEVEL III,Y
