GEO,OBJECTID,ID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,TOT_RES,TOT_STAFF,BEDS,EXCESS_BED,OWNERSHIP,MEDICAIDID,MEDICAREID,STATE_LIC,SOURCETYPE
"{
  ""coordinates"": [
    -8.805189118700000e+01,
    3.069489498800000e+01
  ],
  ""type"": ""Point""
}",806,01433,KENSINGTON HEALTH AND REHABILITATION,550 CONGRESS STREET,MOBILE,AL,36603,NOT AVAILABLE,(251) 433-5471,NURSING HOME,OPEN,120,MOBILE,01097,USA,30.694894988,-88.051891187,623110,NURSING CARE FACILITIES (SKILLED NURSING FACILITIES),https://www.alabamapublichealth.gov/providerstandards/,6/5/2021,IMAGERY/OTHER,6/5/2021,NOT AVAILABLE,120,-999,120,-999,LIMITED LIABILITY COMPANY,47-5797,01-5429,N4918,NURSING HOME
"{
  ""coordinates"": [
    -8.768982144099991e+01,
    3.483554414100010e+01
  ],
  ""type"": ""Point""
}",807,0198,COLUMBIA COTTAGE-FLORENCE,2373 ROBERTS LANE,FLORENCE,AL,35630,NOT AVAILABLE,(256) 760-0442,ASSISTED LIVING,OPEN,51,LAUDERDALE,01077,USA,34.835544141,-87.689821441,623312,ASSISTED LIVING FACILITIES FOR THE ELDERLY,https://www.alabamapublichealth.gov/providerstandards/,6/5/2021,IMAGERY/OTHER,6/5/2021,NOT AVAILABLE,51,-999,51,-999,CORPORATION,NOT AVAILABLE,NOT AVAILABLE,D3901,ASSISTED LIVING FACILITY
"{
  ""coordinates"": [
    -8.725149636299990e+01,
    3.384111564100000e+01
  ],
  ""type"": ""Point""
}",808,01283,"LAKEWOOD SENIOR LIVING OF JASPER I, LLC",811 20TH AVENUE EAST,JASPER,AL,35501,NOT AVAILABLE,(205) 221-5579,ASSISTED LIVING,OPEN,16,WALKER,01127,USA,33.841115641,-87.251496363,623312,ASSISTED LIVING FACILITIES FOR THE ELDERLY,https://www.alabamapublichealth.gov/providerstandards/,6/5/2021,IMAGERY/OTHER,6/5/2021,NOT AVAILABLE,16,-999,16,-999,LIMITED LIABILITY COMPANY,NOT AVAILABLE,NOT AVAILABLE,D6408,ASSISTED LIVING FACILITY
"{
  ""coordinates"": [
    -8.752090017800001e+01,
    3.327181562300010e+01
  ],
  ""type"": ""Point""
}",809,01363,NORTH RIVER VILLAGE,"5810 RICE MINE ROAD, NE",TUSCALOOSA,AL,35406,NOT AVAILABLE,(205) 759-9875,ASSISTED LIVING,OPEN,80,TUSCALOOSA,01125,USA,33.271815623,-87.520900178,623312,ASSISTED LIVING FACILITIES FOR THE ELDERLY,https://www.alabamapublichealth.gov/providerstandards/,6/5/2021,IMAGERY/OTHER,6/5/2021,NOT AVAILABLE,80,-999,80,-999,LIMITED LIABILITY COMPANY,NOT AVAILABLE,NOT AVAILABLE,D6312,ASSISTED LIVING FACILITY
"{
  ""coordinates"": [
    -8.684285851600001e+01,
    3.343777450800010e+01
  ],
  ""type"": ""Point""
}",817,01407,REFLECTIONS AT REGENCY BIRMINGHAM,285 WEST OXMOOR ROAD,BIRMINGHAM,AL,35209,NOT AVAILABLE,(205) 957-6250,ASSISTED LIVING,OPEN,32,JEFFERSON,01073,USA,33.437774508,-86.842858516,623312,ASSISTED LIVING FACILITIES FOR THE ELDERLY,https://www.alabamapublichealth.gov/providerstandards/,6/5/2021,IMAGERY/OTHER,6/5/2021,NOT AVAILABLE,32,-999,32,-999,LIMITED LIABILITY COMPANY,NOT AVAILABLE,NOT AVAILABLE,P3722,ASSISTED LIVING FACILITY (SPECIALTY CARE)
"{
  ""coordinates"": [
    -8.782307800000000e+01,
    3.393266300000000e+01
  ],
  ""type"": ""Point""
}",818,01126,COUNTRY PLACE SENIOR LIVING OF WINFIELD,480 TAHOE ROAD,WINFIELD,AL,35594,NOT AVAILABLE,(205) 487-1180,ASSISTED LIVING,OPEN,28,MARION,01093,USA,33.932663,-87.823078,623312,ASSISTED LIVING FACILITIES FOR THE ELDERLY,https://www.alabamapublichealth.gov/providerstandards/,6/5/2021,IMAGERY/OTHER,6/5/2021,NOT AVAILABLE,28,-999,28,-999,CORPORATION,NOT AVAILABLE,NOT AVAILABLE,D4705,ASSISTED LIVING FACILITY
"{
  ""coordinates"": [
    -8.695650399999990e+01,
    3.479374300000000e+01
  ],
  ""type"": ""Point""
}",819,01294,LIMESTONE MANOR,600 HIGHWAY 31 NORTH,ATHENS,AL,35611,NOT AVAILABLE,(256) 232-3900,ASSISTED LIVING,OPEN,24,LIMESTONE,01083,USA,34.793743,-86.956504,623312,ASSISTED LIVING FACILITIES FOR THE ELDERLY,https://www.alabamapublichealth.gov/providerstandards/,6/5/2021,IMAGERY/OTHER,6/5/2021,NOT AVAILABLE,24,-999,24,-999,LIMITED LIABILITY COMPANY,NOT AVAILABLE,NOT AVAILABLE,D4203,ASSISTED LIVING FACILITY
"{
  ""coordinates"": [
    -8.684203791000000e+01,
    3.328930187900000e+01
  ],
  ""type"": ""Point""
}",820,01308,MAPLEWOOD LANE ASSISTED LIVING,223 TUCKER ROAD,HELENA,AL,35080,NOT AVAILABLE,(205) 620-2905,ASSISTED LIVING,OPEN,16,SHELBY,01117,USA,33.289301879,-86.84203791,623312,ASSISTED LIVING FACILITIES FOR THE ELDERLY,https://www.alabamapublichealth.gov/providerstandards/,6/5/2021,IMAGERY/OTHER,6/5/2021,NOT AVAILABLE,16,-999,16,-999,LIMITED LIABILITY COMPANY,NOT AVAILABLE,NOT AVAILABLE,D5903,ASSISTED LIVING FACILITY
"{
  ""coordinates"": [
    -8.791105621199991e+01,
    3.061275385300010e+01
  ],
  ""type"": ""Point""
}",821,01152,EASTERN SHORE REHABILITATION AND HEALTH CENTER,101 VILLA DRIVE,DAPHNE,AL,36526,NOT AVAILABLE,(251) 621-4200,NURSING HOME,OPEN,117,BALDWIN,01003,USA,30.612753853,-87.911056212,623110,NURSING CARE FACILITIES (SKILLED NURSING FACILITIES),https://www.alabamapublichealth.gov/providerstandards/,6/5/2021,IMAGERY/OTHER,6/5/2021,NOT AVAILABLE,117,-999,117,-999,NON-PROFIT CORPORATION,1124083761,01-5049,N0204,NURSING HOME
"{
  ""coordinates"": [
    -8.824331037300000e+01,
    3.109228855400000e+01
  ],
  ""type"": ""Point""
}",823,01539,CROWNE HEALTH CARE OF CITRONELLE,19225 NORTH 4TH STREET,CITRONELLE,AL,36522,NOT AVAILABLE,(251) 866-5509,NURSING HOME,OPEN,69,MOBILE,01097,USA,31.092288554,-88.243310373,623110,NURSING CARE FACILITIES (SKILLED NURSING FACILITIES),https://www.alabamapublichealth.gov/providerstandards/,6/5/2021,IMAGERY/OTHER,6/5/2021,NOT AVAILABLE,69,-999,69,-999,LIMITED LIABILITY COMPANY,47-5441,01-5121,N4914,NURSING HOME
"{
  ""coordinates"": [
    -8.690073947799991e+01,
    3.453461788100000e+01
  ],
  ""type"": ""Point""
}",826,01474,"TERRACE AT PRICEVILLE SPECIALTY CARE ASSISTED LIVING FACILITY, THE",200 TERRACE LANE,DECATUR,AL,35603,NOT AVAILABLE,(256) 260-0400,ASSISTED LIVING,OPEN,62,MORGAN,01103,USA,34.534617881,-86.900739478,623312,ASSISTED LIVING FACILITIES FOR THE ELDERLY,https://www.alabamapublichealth.gov/providerstandards/,6/5/2021,IMAGERY/OTHER,6/5/2021,NOT AVAILABLE,62,-999,62,-999,CORPORATION,NOT AVAILABLE,NOT AVAILABLE,P5202,ASSISTED LIVING FACILITY (SPECIALTY CARE)
"{
  ""coordinates"": [
    -8.680040354200000e+01,
    3.345654698400010e+01
  ],
  ""type"": ""Point""
}",827,0160,BROOKDALE UNIVERSITY PARK ALF (AL),400 UNIVERSITY PARK DRIVE,BIRMINGHAM,AL,35209,NOT AVAILABLE,(205) 870-0786,ASSISTED LIVING,OPEN,90,JEFFERSON,01073,USA,33.456546984,-86.800403542,623312,ASSISTED LIVING FACILITIES FOR THE ELDERLY,https://www.alabamapublichealth.gov/providerstandards/,6/5/2021,IMAGERY/OTHER,6/5/2021,NOT AVAILABLE,90,-999,90,-999,LIMITED LIABILITY COMPANY,NOT AVAILABLE,NOT AVAILABLE,D3768,ASSISTED LIVING FACILITY
"{
  ""coordinates"": [
    -8.786812932899990e+01,
    3.062275879700010e+01
  ],
  ""type"": ""Point""
}",830,0148,"BRENNITY AT DAPHNE MC, THE",27296 COUNTY ROAD 13,DAPHNE,AL,36526,NOT AVAILABLE,(251) 626-9000,ASSISTED LIVING,OPEN,64,BALDWIN,01003,USA,30.622758797,-87.868129329,623312,ASSISTED LIVING FACILITIES FOR THE ELDERLY,https://www.alabamapublichealth.gov/providerstandards/,6/5/2021,IMAGERY/OTHER,6/5/2021,NOT AVAILABLE,64,-999,64,-999,LIMITED LIABILITY COMPANY,NOT AVAILABLE,NOT AVAILABLE,P0203,ASSISTED LIVING FACILITY (SPECIALTY CARE)
"{
  ""coordinates"": [
    -8.688227330099990e+01,
    3.354681354500010e+01
  ],
  ""type"": ""Point""
}",832,0143,"BIRMINGHAM NURSING AND REHABILITATION CENTER, LLC",1000 DUGAN AVENUE,BIRMINGHAM,AL,35214,NOT AVAILABLE,(205) 798-8780,NURSING HOME,OPEN,132,JEFFERSON,01073,USA,33.546813545,-86.882273301,623110,NURSING CARE FACILITIES (SKILLED NURSING FACILITIES),https://www.alabamapublichealth.gov/providerstandards/,6/5/2021,IMAGERY/OTHER,6/5/2021,NOT AVAILABLE,132,-999,132,-999,LIMITED LIABILITY COMPANY,47-5729,01-5217,N3740,NURSING HOME
"{
  ""coordinates"": [
    -8.778671962200001e+01,
    3.090471410100000e+01
  ],
  ""type"": ""Point""
}",836,01379,OAKWOOD-NORTH BALDWIN'S CENTER FOR LIVING,2010 MEDICAL CENTER DRIVE,BAY MINETTE,AL,36507,NOT AVAILABLE,(251) 937-3501,NURSING HOME,OPEN,75,BALDWIN,01003,USA,30.904714101,-87.786719622,623110,NURSING CARE FACILITIES (SKILLED NURSING FACILITIES),https://www.alabamapublichealth.gov/providerstandards/,6/5/2021,IMAGERY/OTHER,6/5/2021,NOT AVAILABLE,75,-999,75,-999,NON-PROFIT CORPORATION,47-5790,01-5417,N0206,NURSING HOME
"{
  ""coordinates"": [
    -8.679942667900001e+01,
    3.345698720300000e+01
  ],
  ""type"": ""Point""
}",837,0161,BROOKDALE UNIVERSITY PARK SCALF (AL),400 UNIVERSITY PARK DRIVE,BIRMINGHAM,AL,35209,NOT AVAILABLE,(205) 870-0786,ASSISTED LIVING,OPEN,30,JEFFERSON,01073,USA,33.456987203,-86.799426679,623312,ASSISTED LIVING FACILITIES FOR THE ELDERLY,https://www.alabamapublichealth.gov/providerstandards/,6/5/2021,IMAGERY/OTHER,6/5/2021,NOT AVAILABLE,30,-999,30,-999,LIMITED LIABILITY COMPANY,NOT AVAILABLE,NOT AVAILABLE,P3707,ASSISTED LIVING FACILITY (SPECIALTY CARE)
"{
  ""coordinates"": [
    -8.833272803300000e+01,
    3.057563047000010e+01
  ],
  ""type"": ""Point""
}",838,01118,TRANQUILITY HARBOR OF MOBILE,12250 HIFIELDS ROAD,GRAND BAY,AL,36541,NOT AVAILABLE,(251) 868-2273,ASSISTED LIVING,OPEN,24,MOBILE,01097,USA,30.57563047,-88.332728033,623312,ASSISTED LIVING FACILITIES FOR THE ELDERLY,https://www.alabamapublichealth.gov/providerstandards/,6/5/2021,IMAGERY/OTHER,6/5/2021,NOT AVAILABLE,24,-999,24,-999,CORPORATION,NOT AVAILABLE,NOT AVAILABLE,D4962,ASSISTED LIVING FACILITY
